Date,Close,High,Low,Open,Volume
,0086C0.KS,0086C0.KS,0086C0.KS,0086C0.KS,0086C0.KS
2025-07-29,10030.0,10030.0,9980.0,10005.0,556579
2025-07-30,10045.0,10060.0,10020.0,10030.0,313482
2025-07-31,10110.0,10110.0,10060.0,10075.0,371500
2025-08-01,10010.0,10085.0,10005.0,10085.0,368720
2025-08-04,10050.0,10055.0,9980.0,9980.0,371712
2025-08-05,10070.0,10092.0,10060.0,10075.0,431806
2025-08-06,10085.0,10090.0,10065.0,10090.0,383803
2025-08-07,10090.0,10105.0,10075.0,10085.0,455598
2025-08-08,10105.0,10115.0,10085.0,10105.0,375408
2025-08-11,10080.0,10110.0,10060.0,10110.0,283455
2025-08-12,10095.0,10105.0,10080.0,10080.0,361267
2025-08-13,10075.0,10105.0,10072.0,10100.0,347833
2025-08-14,10035.0,10090.0,10010.0,10080.0,489643
2025-08-14,10035.0,10090.0,10010.0,10080.0,489643
